cliCpfCgc	DataInclusao	cliDesativa	cliEmail	cliFantasia	cliFatBairro	cliFatCep	cliFatCidade	cliFatCidCodIBGE	cliFatEnd	cliFatEndNumero	cliFatUf	cliFone	cliId	cliNome	cliRgInsc	cliTipoCad	cliTipo
54251025000197	NULL	0	NULL	J L PORTAS	PLANO DIRETOR SUL	77015457	PALMAS	1721000	QD ARSO 33 RUA 6 A (307 SUL) LOTE 02 ; SALA 01-A	SN	TO	6399394999	238	J L COMERCIO DE PORTAS E PORTAIS LTDA - ME	295395516	1	1
44508221000140	NULL	0	NULL	OBRAMAD	RESIDENCIAL ITAIPU	74356038	GOIANIA	5208707	RUA RI 14	1158	GO	62996346675	243	OBRAMAD COMÉRCIO, DISTRIBUIÇÃO E TRANSPORTES CRDDF	108751856	1	1
24439931000159	NULL	0	CONTROLE@CONSTRUTORAFERREIRASANTOS.COM.BR	CONSTRUTORA FERREIRA SANTOS	PRAIA DA COSTA	29101390	VILA VELHA	3205200	AVENIDA CHAMPAGNAT LADO ÍMPAR SALA 1003 E 1005	583	ES	2731408989	246	CONSTRUTORA FERREIRA SANTOS LTDA	ISENTO	0	1
43038364000173	NULL	0	ATACADO.TAVARES3@GMAIL.COM	TAVARES - AURENY III	JARDIM AURENY III	77062020	PALMAS	1721000	AVENIDA I, QD 111, LOTE 01, SALA 01	SN	TO	6381318178	248	TAVARES COMERCIO VAREJISTA E ATACADISTA	29.514.729-6	0	1
09097727000103	NULL	0	pontual.distribuidora@hotmail.com	PONTUAL DISTRIBUIDORA	CENTRO	77020172	PALMAS	1721000	112 SUL RUA SR 03 CJ 05 LT 03 SL 02	S/N	TO	6332152501	251	PONTUAL DISTRIBUIDORA LTDA	29.403.254-1	0	1
03422281000169	NULL	0	obras.to@engixconstrucoes.com.br	ENGIX CONSTRUCOES E SERVICOS LTDA	PLANO DIRETOR SUL	77016002	PALMAS	1721000	ACSU SO 50 AVENIDA JOAQUIM TEOTÔNIO SEGURADO	SN	TO	6384572721	254	ENGIX CONSTRUCOES	29.547.498-0	0	1
07644459000177	NULL	0	dpe_engenharia@gmail.com	DPE ENGENHARIA	CENTRO	77500000	PORTO NACIONAL	1718204	AVENIDA PRESIDENTE GETULIO VARGAS	328	TO	6384885284	259	DPE ENGENHARIA LTDA - ME	29.389.397-7	0	1
50545726000188	NULL	0	INCMIRAMAR@GMAIL.COM	906 SUL VALLAGE	PLANO DIRETOR SUL	77023430	PALMAS	1721000	QUADRA ARSE 92 ALAMEDA 10 LOTE 04 HM 04	SN	TO	6399461151	260	906 SUL VILLAGE INCORPORACAO SPE LTDA	ISENTO	0	1
79082939000100	NULL	0	NULL	1 RANDA MATRIZ	SAO CRISTOVAO	84640000	BITURUNA	4102901	AV. ISMAEL CAMARGO DOS SANTOS	539	PR	4235531378	262	RANDA PORTAS MOLDURAS E COMPENSADOS LTDA	3060036666	1	1
13081845000109	NULL	0	contato@i3sistema.com.br	I3 SISTEMAS	PLANO DIRETOR SUL	77023392	PALMAS	1721000	QUADRA ACSV SE 92	0	TO		264	I3 SISTEMAS LTDA	ISENTO	0	1
40173520000110	NULL	0	nfsconsultorio@gmail.com	INSTITUTO MULHER PALMAS	PLANO DIRETOR SUL	77023002	PALMAS	1721000	Q 802 SUL AV J. TEOTONIO SEG. QD 07 LT 01 SALA 08 	SN	TO	6381033673	266	CARAZZA, GUIRELLE E LTDA	ISENTO	0	1
17467864000110	NULL	0	NULL	PERFIL INDUSTRIA DE FERRAGENS LTDA	DISTRITO INDUSTRIAL	89120000	TIMBO	4218202	RUA FRITZ LORENZ	3331	SC	4733949400	270	PERFIL INDUSTRIA DE FERRAGENS LTDA	256936900	1	1
23758684000190	NULL	0	LEANDROC_CAVALCANTE@HOTMAIL.COM	ESTILO DECORACOES	PLANO DIRETOR SUL	77020014	PALMAS	1721000	Q 104 SUL RUA SE 1	0	TO	6399951997	272	LEANDRO DE CARVALHO CAVALCANTE 05268497111	ISENTO	0	1
05446379000181	NULL	0	sevit.to@trf1.jus.br    /      secad.to@trf1.jus.br	JUSTICA FEDERAL DE PRIMEIRO GRAU-TO	PLANO DIRETOR NORTE	77001128	PALMAS	1721000	QD. 201 NORTE AV.TEOTONIO SEGURADO CONJUNTO 01, LT	S/N	TO	6332183800	274	JUSTICA FEDERAL DE PRIMEIRO GRAU-TO	ISENTO	0	1
03755630000164	NULL	0	betolaureto@yahoo.com.br	AQUARIUS	PLANO DIRETOR SUL	77015200	PALMAS	1721000	Q 201 SUL (ACSU SO 20) CONJ 01 LOTE 10, AV.TEOTONIO SEGURADO	SN	TO	6399781500	275	AQUARIUS EVENTOS E TURISMO LTDA - ME	ISENTO	0	1
36986834000165	NULL	0	NULL	KAMIKAZE MOGNO	PLANO DIRETOR SUL	77020176	PALMAS	1721000	QUADRA 112 SUL, RUA SR 07	38	TO	6332132584	277	KAMIKAZE IND E COM DE MADEIRAS LTDA	290411157	1	1
08486103000115	NULL	0	NULL	J B PAES	CENTRO	89340000	ITAIOPOLIS	4208104	RUA-ALOIS TYSZKA	1555	SC	4736522099	279	J B PAES - INDUSTRIA E COMERCIO DE PORTAS LTDA	255324308	1	1
46744172000170	NULL	0	oswcontroledepragas@gmail.com	OSW CONTROLE DE PRAGAS URBANAS	PLANO DIRETOR NORTE	77001890	PALMAS	1721000	QUADRA ARNO 71 ALAMEDA 9	04	TO	6384122858	280	OSW CONTROLE DE PRAGAS URBANAS	29.551.067-6	0	1
26288346000805	NULL	0	CONTATO@ACPBIOENERGIA.COM.BR/ compras.ma@acpbioenergia.com.br	FAZENDA FORMOSA DO PARAISO	ZONA RURAL	77675000	MARIANÓPOLIS DO TOCANTINS	1712504	RODOVIA TO-080 KM 186 A ESQUERDA 06 KM SAIDA PRA CASEARA	SN	TO	1697145875	283	ACP BIOENERGIA LTDA	29.495.677-8	0	1
49698744000110	NULL	0	INSTITUTODASTERAPIAS@GMAIL.COM	INSTITUTO TERAPIAS ESPECIALIZADAS FALAR	PLANO DIRETOR SUL	77020502	PALMAS	1721000	QUADRA ARSE 21 ALAMEDA 3	3	TO	6381311611	284	INSTITUTO TERAPIAS ESPECIALIZADAS FALAR LTDA	ISENTO	0	1
25284682000132	NULL	0	mvmimobiliaria@outlook.com	MVM IMOBILIARIA	PLANO DIRETOR SUL	77022018	PALMAS	1721000	QUADRA 604 SUL AVENIDA LO 15 LOTE 07	SN	TO	6232511231	288	MVM PARTICIPACOES EIRELI - ME	ISENTO	0	1
04695914000175	NULL	0		IPARATYH EMPREENDIMENTOS IMOBILIARIOS LTDA	PL D NORTE	77001014	GURUPI	1709500	AV JK ACNO 1 CONJ 1 LT 12 SL 04	SN	TO	6384821923	289	IPARATYH EMPREENDIMENTOS IMOBILIARIOS LTDA	ISENTO	0	1
28580065001497	NULL	0	financeiro@vozesativas.com.br	INSPIRA MUDANCA PARTICIPACOES S/A	PLANO DIRETOR NORTE	77001080	PALMAS	1721000	107 NORTE, AV JK ESQUINA COM NS 05	05	TO	6392668997	290	INTERAÇÃO - CAPIM DOURADO	29.531.262-9	0	1
14815723000153	NULL	0	sindico.aguasto@yahoo.com.br	CONDOMINIO RESIDENCIAL AGUAS DO TOCANTINS	PLANO DIRETOR SUL	77020502	PALMAS	1721000	QUADRA ARSE 21 ALAMEDA 3	SN	TO	6399782863	297	RESIDENCIAL AGUAS DO TOCANTINS	ISENTO	0	1
38146510000144	NULL	0	gmail@gmail.com	COCENO CONSTRUTORA CENTRO NORTE	PLANO DIRETOR SUL	77020174	PALMAS	1721000	Q ASR-SE 15 RUA SR 5 CONJ 10 LOTE 6-A	S/N	TO	6332253198	301	COCENO CONSTRUTORA CENTRO NORTE LTDA	ISENTO	0	1
50894151000109	NULL	0		NEW MOVES PLANEJADOS	PLANO DIRETOR NORTE	77001014	PALMAS	1721000	QUADRA ACNO 1 AVENIDA JUSCELINO KUBITSCHEK	2	TO		303	MOVEIS SERRA GAUCHA LTDA	29.531.780-9	0	1
13986304000111	NULL	0	ADRIANO@BURITIPALMAS.COM.BR	LACERDA EMPREENDIMENTOS	PLANO DIRETOR SUL	77021026	PALMAS	1721000	QUADRA ACSV SE 32 LOTE 24 SALA 209	24	TO	6399539810	305	LACERDA NEGOCIOS IMOBILIARIOS E PARTICIPACOES LTDA	ISENTO	0	1
55981291000138	NULL	0		VAREJÃO DAS MADEIRAS	JD AMERICA	77500000	PORTO NACIONAL	1718204	ANEL VIARIO	SN	TO	6392310699	307	WJE VAREJÃO DAS MADEIRAS LTDA	29.542.854-6	0	1
31848601000182	NULL	0	fortmaisalimentacao@gmail.com	SUPERMERCADO ESTRELA	JARDIM SANTA BARBARA	77060320	PALMAS	1721000	104 SUL RUA SE 09 LT 13 SALA 05	SN	TO	6384885999	312	FORT MAIS COMERCIO DE ALIMENTOS	29.490.999-0	0	1
23203812000130	2025-09-10 10:38:02.833	0		INVICTUS ASSESSORIA CONTABIL	PLANO DIRETOR SUL	77020504	PALMAS	1721000	QUADRA 206 SUL AVENIDA LO 5	SN	TO	6384081163	316	INVICTUS ASSESSORIA CONTABIL LTDA	ISENTO	0	1
07073161000154	2025-09-11 21:23:30.007	0		TV SUDESTE	PLANO DIRETOR SUL	77015582	PALMAS	1721000	QUADRA 403 SUL ALAMEDA 20	SN	TO	6399999999	317	SISTEMA DE COMUNICACAO DIANAS LTDA	ISENTO	0	1
19085890000100	2025-09-23 08:08:40.973	0	NULL	MAXIMA FERRAGENS	DISTRITO INDUSTRIAL	89600000	JOACABA	4209003	RUA PREFEITO NORMELIO ZILIO	331	SC	4935213665	319	MAXIMA FERRAGENS E MIUDEZAS LTDA	257200576	1	1
21671378000197	2025-10-06 11:14:29.987	0		RIO NEGRO SUPERMERCADO	CENTRO	77620000	APARECIDA DO RIO NEGRO	1701101	RUA 07 DE SETEMBRO	S/N	TO	6399330105	323	MARTINS E RIBEIRO LTDA	29.464.069-0	0	1
15827324000175	2025-10-27 13:41:28.793	0	macedobrt@brturbo.com.br	LIDER MOTOS	PLANO DIRETOR SUL	77017002	PALMAS	1721000	QUADRA 701 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO	S/N	TO	6332252895	328	LIBER COMERCIO DE MOT.PECAS E SERVICOS LTDA	29.444.716-4	0	1
15781229000188	2025-11-12 08:54:51.270	0		NATUMIX COMERCIO DE PRODUTOS NATURAIS	PLANO DIRETOR SUL	77020174	PALMAS	1721000	QUADRA ASR SE 15 RUA SR 5	SN	TO	6381382692	330	NATUMIX COMERCIO DE PRODUTOS NATURAIS LTDA	29.442.701-5	0	1
24818618000202	2025-11-18 15:51:43.567	0		CUIDARE CUIDADOS INTENSIVOS	PLANO DIRETOR SUL	77020452	PALMAS	1721000	QUADRA ACSU SE 20, RUA NS B	SN	TO	6330283009	331	CUIDARE CUIDADOS INTENSIVOS LTDA	ISENTO	0	1
01754239005260	2025-11-20 08:27:40.240	0	NULL	REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A.	PLANO DIRETOR SUL	77017002	PALMAS	1721000	Q ACSU SO 70 AVENIDA JOAQUIM TEOTONIO SEGURADO	SN	TO		332	REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A.	295263237	1	1
17897211000252	2025-11-24 15:21:19.987	0		SILVER LIS HOTEL	ZONA RURAL	77665000	BARROLÂNDIA	1703107	RODOVIA BR-153	S/N	TO	6232061213	334	GOLDEN LIS HOTEIS LTDA	29.449.305-0	0	1
01272434000375	2025-11-25 07:13:25.593	0		CARRETEIRO 3	ZONA RURAL	77665000	BARROLÂNDIA	1703107	RODOVIA 153	S/N	TO	6232061213	335	CARRETEIRO DERIVADOS DE PETROLEO LTDA	29.016.749-3	0	1
40749001000158	2025-11-26 12:29:36.493	0		VANHALST EMPREENDIMENTOS	PLANO DIRETOR SUL	77015200	PALMAS	1721000	QUADRA 201 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO	S/N	TO	6399376700	336	VANHALST EMPREENDIMENTOS IMOBILIARIOS LTDA	ISENTO	0	1
21450462000180	2025-12-23 10:50:44.997	0	NULL	COMERCIAL CENTER PORTAS	SETOR CASTELO BRANCO	74405030	GOIANIA	5208707	AVENIDA CASCAVEL	44	GO	32257151	342	COMERCIAL CENTER PORTAS LTDA	106179403	1	1
04679513000121	2026-01-08 14:33:53.420	0		LOTERICA JOGADA CERTA	PLANO DIRETOR NORTE	77001402	PALMAS	1721000	QUADRA ARNO 33 ALAMEDA 7	S/N	TO	6332197100	344	J. C. LOTERIAS LTDA	ISENTO	0	1
54319951000157	2026-01-12 14:58:31.817	0		DESTAK CONSTRUTORA	PLANO DIRETOR SUL	77015619	PALMAS	1721000	QUADRA ARSO 42 ALAMEDA 24	SN	TO	6392815868	346	DESTAK CONSTRUTORA LTDA	ISENTO	0	1
09357837000167	2026-01-13 16:16:42.723	0		TERRA CONSTRUCOES	AREA RURAL DE PALMAS	77249899	PALMAS	1721000	CHACARA PORTO SEGURO/8, ROD TO 020 KM 01	S/N	TO	6332155161	348	TERRA CONSTRUCAO, LOCACOES E SERVICOS LTDA	29.406.988-7	0	1
44503990000156	2026-01-16 15:15:50.233	0		ATYPICAL CONSULTORIO FONOAUDIOLOGICO	PLANO DIRETOR SUL	77020016	PALMAS	1721000	QUADRA ACSE 1 (104 SUL), RUA SE 03	37	TO	6332149498	349	ATYPICAL CONSULTORIO FONOAUDIOLOGICO LTDA	ISENTO	0	1
29658779000119	2026-02-17 15:46:53.440	0		APROVEL	CENTRO	77760000	COLINAS DO TOCANTINS	1705508	RUA 03	1474	TO	6334762925	352	APROVEL ASSOCIACAO E CLUBE DE BENEFICIOS	ISENTO	0	1
25356470000113	2026-02-20 08:37:29.807	0		NETBOX	SETOR OESTE	77600000	PARAÍSO DO TOCANTINS	1716109	RUA BERNARDINO MACIEL	891	TO	6336022732	353	NETBOX INTERNET LTDA	29.476.122-5	0	1
07256568000389	2026-02-23 15:26:19.190	0		DUDA SUPER	JARDIM AURENY III	77062052	PALMAS	1721000	AVENIDA E	SN	TO	6335714439	354	SUPERMERCADO DUDA LTDA	29.438.808-7	0	1
